2024-10-27 17:11:38|INFO  |------------------------------------------------------------
2024-10-27 17:11:38|INFO  |info
2024-10-27 17:11:38|WARNING|info
2024-10-27 17:11:38|ERROR |error
2024-10-27 17:11:47|INFO  |------------------------------------------------------------
2024-10-27 17:11:47|INFO  |info
2024-10-27 17:11:47|WARNING|warning
2024-10-27 17:11:47|ERROR |error
2024-10-27 17:12:11|INFO   |------------------------------------------------------------
2024-10-27 17:12:11|INFO   |info
2024-10-27 17:12:11|WARNING|warning
2024-10-27 17:12:11|ERROR  |error
2024-10-27 17:12:41|INFO   |info
2024-10-27 17:12:41|WARNING|warning
2024-10-27 17:12:41|ERROR  |error
2024-10-27 17:12:50|INFO   |info
2024-10-27 17:12:50|WARNING|warning
2024-10-27 17:12:50|ERROR  |error
2024-10-27 17:13:05|DEBUG  |debug
2024-10-27 17:13:05|INFO   |info
2024-10-27 17:13:05|WARNING|warning
2024-10-27 17:13:05|ERROR  |error
2024-10-27 17:14:49|DEBUG  |debug
2024-10-27 17:14:49|INFO   |info
2024-10-27 17:14:49|WARNING|warning
2024-10-27 17:14:49|ERROR  |error
2024-10-27 17:14:54|DEBUG  |debug
2024-10-27 17:14:54|INFO   |info
2024-10-27 17:14:54|WARNING|warning
2024-10-27 17:14:54|ERROR  |error
